Gene	SRR1554535	SRR1554536	SRR1554537	SRR1554538	SRR1554539	SRR1554541
TAOK1	257	128	5358	8467	1729	8588
TAOK2	5373	1221	7583	8404	5098	8363
TAOK3	2465	748	4523	5846	2778	6242
TAP1	773	529	249	371	447	179
TAP2	880	211	559	378	563	464
TAPBP	1512	287	438	758	1987	858
TAPBPL	308	168	78	80	152	59
TAPT1	1139	296	1480	3203	1607	3404
TARBP1	2211	587	4847	4813	3262	7151
TARBP2	441	115	1626	1536	367	1244
TARDBP	2544	765	8015	10564	3152	8236
TARM1	0	0	0	0	0	0
TARP	0	0	0	0	0	0
TARS	1899	489	3115	5111	1820	5244
TARS2	1573	374	1635	1991	1449	1630
TARSL2	2315	446	1470	2543	1713	2669
TAS1R1	3	7	3	0	2	5
TAS1R2	0	0	0	0	0	0
TAS1R3	41	9	414	197	13	203
TAS2R1	4	0	0	8	6	1
TAS2R10	10	0	72	68	5	67
TAS2R13	0	0	5	8	2	12
TAS2R14	46	13	150	140	48	219
TAS2R16	0	0	0	0	0	0
TAS2R19	14	3	142	195	10	211
TAS2R20	54	12	80	141	22	94
TAS2R3	4	0	31	53	8	87
TAS2R30	0	0	7	10	0	4
TAS2R31	13	1	84	137	10	96
TAS2R38	0	0	0	2	0	0
TAS2R39	2	0	2	2	0	1
TAS2R4	49	2	106	126	40	168
TAS2R40	0	0	3	2	0	0
TAS2R41	0	0	0	0	0	0
TAS2R42	11	1	0	16	4	9
TAS2R43	4	0	16	12	0	6
TAS2R46	0	0	5	7	0	4
TAS2R5	34	3	56	141	43	106
TAS2R50	0	4	11	19	6	14
TAS2R60	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0
TAS2R8	2	0	5	11	3	13
TAS2R9	1	0	7	7	2	2
TASP1	319	41	431	469	476	486
TAT	0	0	4	2	1	3
TATDN1	588	91	769	894	429	999
TATDN2	1653	295	3691	4688	2804	5567
TATDN3	662	123	675	820	571	835
TAX1BP1	7000	1400	5984	7862	8427	9745
TAX1BP3	493	429	1270	1147	244	907
TAZ	757	194	1177	1400	502	818
TBATA	1	0	0	0	0	4
TBC1D1	1359	603	4430	6829	1927	2815
TBC1D10A	743	435	1454	1669	666	1599
TBC1D10B	3201	374	4464	5052	2931	4625
TBC1D10C	83	39	112	97	143	205
TBC1D12	546	128	954	1198	688	1241
TBC1D13	1128	213	1069	1539	1084	1198
TBC1D14	1559	631	10932	10733	1968	13387
TBC1D15	1402	400	2276	2551	1662	2196
TBC1D16	568	403	4041	2717	544	2984
TBC1D17	4499	1135	4578	4881	3120	4181
TBC1D19	293	56	758	1134	401	1138
TBC1D2	938	96	418	576	369	523
TBC1D20	722	208	1450	1725	962	1639
TBC1D21	3	0	0	4	3	2
TBC1D22A	713	177	569	737	657	676
TBC1D22B	378	64	768	1583	653	1324
TBC1D23	756	180	2022	2740	1133	2581
TBC1D24	700	72	1789	2117	1106	2084
TBC1D25	1289	172	2320	2163	1528	2234
TBC1D26	64	7	258	125	97	196
TBC1D27	1	0	1	0	0	0
TBC1D28	3	0	0	11	14	8
TBC1D29	9	1	1	2	8	0
TBC1D2B	282	177	945	1619	422	1074
TBC1D3	5	0	0	0	0	7
TBC1D30	446	32	3918	4543	919	6653
TBC1D31	391	158	1064	1024	422	948
TBC1D32	251	59	956	1152	415	1309
TBC1D3B	0	0	113	0	1	0
TBC1D3C	0	0	0	0	0	0
TBC1D3E	1	6	4	1	0	4
TBC1D3F	1	1	0	0	0	0
TBC1D3G	1	0	0	0	0	0
TBC1D3H	0	0	0	0	0	0
TBC1D3I	0	0	0	0	0	0
TBC1D3J	0	0	0	0	0	0
TBC1D3K	0	0	0	0	0	2
TBC1D3L	0	0	3	470	83	0
TBC1D4	561	124	1508	1198	1141	1523
TBC1D5	696	247	2109	2557	1958	1896
TBC1D7	1	0	6	9	4	17
TBC1D7-LOC100130357	0	0	0	0	0	0
TBC1D8	753	219	1700	897	861	1319
TBC1D8B	48	21	10	28	156	45
TBC1D9	1782	140	3569	6082	4809	7190
TBC1D9B	8306	2336	7283	9101	6820	7440
TBCA	1590	681	3900	5050	1063	5193
TBCB	5717	1591	9935	10253	3887	13827
TBCC	935	114	1607	2062	973	1935
TBCCD1	369	92	1405	2166	412	2362
TBCD	4461	879	9524	9945	4423	9694
TBCE	1200	295	2122	2554	1045	2603
TBCEL	126	50	768	864	338	824
TBCK	881	210	2948	4426	1223	3990
TBK1	1504	208	1432	2000	1674	2313
TBKBP1	1655	370	2922	2720	1396	2755
TBL1X	219	168	341	474	190	130
TBL1XR1	371	120	3750	4347	1860	4438
TBL1Y	0	0	0	0	0	41
TBL2	424	138	810	1235	452	950
TBL3	1213	308	2158	1862	1089	1548
TBP	433	63	1212	1566	416	1212
TBPL1	850	115	1191	1533	935	1322
TBPL2	0	0	1	0	0	0
TBR1	2445	21	14272	19500	3947	17539
TBRG1	1398	249	2150	2183	2759	2669
TBRG4	1546	363	2614	2929	1233	2620
TBX1	13	3	47	42	10	35
TBX10	4	0	17	5	4	4
TBX15	12	55	34	50	14	91
TBX18	21	105	58	209	57	293
TBX19	7	4	34	84	8	41
TBX2	183	579	102	133	194	133
TBX20	0	0	0	0	0	0
TBX21	0	14	2	65	7	56
TBX22	0	0	0	46	2	127
TBX3	88	123	106	158	87	85
TBX4	0	0	0	0	0	0
TBX5	9	1	0	0	0	0
TBX6	66	33	103	90	40	48
TBXA2R	35	34	42	40	9	40
TBXAS1	81	11	26	87	32	35
TC2N	87	13	197	256	238	103
TCAF1	253	81	3018	4034	994	3801
TCAF2	10	1	19	34	22	25
TCAIM	411	157	1043	1514	628	1257
TCAP	70	50	246	282	44	217
TCEA1	186	67	413	520	202	443
TCEA2	4228	1195	3035	3384	3288	3583
TCEA3	95	116	91	155	92	99
TCEAL1	1308	260	1319	1101	1220	1656
TCEAL2	7576	1570	5432	6991	6152	10030
TCEAL3	3057	1160	1641	1813	1926	1944
TCEAL4	7047	1839	6924	8536	5723	10130
TCEAL5	2344	401	1306	1689	1955	2262
TCEAL6	2006	193	379	607	1689	906
TCEAL7	2474	268	1426	1985	2338	2445
TCEAL8	1279	329	1202	1352	1018	1688
TCEAL9	829	389	1059	1265	449	1305
TCEANC	45	17	157	223	55	184
TCEANC2	59	43	170	209	56	164
TCEB1	2048	523	1783	2009	1625	2422
TCEB2	3144	2104	4185	5780	2827	5155
TCEB3	684	200	3861	4696	877	4152
TCEB3B	0	0	0	0	8	16
TCEB3C	0	0	0	0	0	0
TCEB3CL	0	0	0	0	0	0
TCEB3CL2	0	0	0	0	0	0
TCERG1	2531	376	10138	11982	3846	10201
TCERG1L	407	69	57	173	681	700
TCF12	773	324	5178	7449	841	3882
TCF15	6	9	13	10	10	17
TCF19	48	15	350	339	11	98
TCF20	1718	208	12046	12784	3129	13208
TCF21	0	0	0	0	1	0
TCF23	0	0	0	0	0	0
TCF24	0	0	1	0	0	2
TCF25	6978	1384	9391	10602	6727	9577
TCF3	563	258	5891	5744	473	2058
TCF4	518	317	24036	20949	2419	17739
TCF7	30	13	72	112	38	67
TCF7L1	205	174	477	424	78	200
TCF7L2	502	184	453	767	616	340
TCFL5	1597	593	957	1186	722	893
TCHH	119	8	57	121	149	104
TCHHL1	0	0	0	0	0	0
TCHP	760	198	1123	1266	686	964
TCIRG1	307	254	215	313	179	160
TCL1A	0	1	0	0	0	0
TCL1B	0	0	2	3	0	0
TCN1	2	0	0	2	0	3
TCN2	411	375	559	799	394	695
TCOF1	2021	318	4640	5021	2035	4473
TCP1	8013	1282	18036	21635	7703	21796
TCP10	0	0	10	2	0	8
TCP10L	49	8	90	192	66	164
TCP10L2	2	0	18	14	1	19
TCP11	18	2	27	19	18	11
TCP11L1	780	99	2339	2495	1819	2555
TCP11L2	396	50	445	631	417	715
TCP11X1	0	0	4	6	0	0
TCP11X2	0	0	7	6	1	0
TCTA	531	176	374	401	559	402
TCTE1	64	12	93	100	50	118
TCTE3	13	11	55	86	24	42
TCTEX1D1	62	5	18	29	104	6
TCTEX1D2	663	140	1895	1572	523	2178
TCTEX1D4	2	1	7	2	2	1
TCTN1	508	226	991	1262	549	1401
TCTN2	628	117	1591	2653	609	3523
TCTN3	727	324	1260	1535	684	1200
TDG	236	56	1994	2086	285	2142
TDGF1	3	1	3	0	5	8
TDO2	64	3	1	6	98	9
TDP1	282	32	1298	1547	411	1579
TDP2	1433	270	2250	2739	1682	2537
TDRD1	4	6	7	6	29	13
TDRD10	26	10	25	33	24	43
TDRD12	8	20	13	39	16	23
TDRD15	2	0	0	2	4	0
TDRD3	663	240	2155	2274	688	2529
TDRD5	71	2	16	8	94	98
TDRD6	164	38	102	428	248	340
TDRD7	1595	365	2643	2496	1365	4840
TDRD9	106	17	58	136	136	104
TDRKH	896	116	1794	2157	1211	2541
TDRP	303	123	1054	1447	281	1651
TEAD1	40	40	622	958	118	220
TEAD2	58	92	1569	1996	61	262
TEAD3	68	73	104	197	32	35
TEAD4	32	33	80	115	35	103
TEC	6	5	88	91	13	189
TECPR1	2172	262	3844	5285	3188	5109
TECPR2	2631	574	2407	3043	2735	3006
TECR	4475	1277	2123	2210	2546	2007
TECRL	0	0	2	3	0	0
TECTA	257	46	786	892	474	830
TECTB	0	0	1	3	0	0
TEDDM1	0	0	24	4	0	12
TEF	999	214	534	397	1281	300
TEFM	278	91	691	892	190	816
TEK	434	278	509	902	747	1057
TEKT1	20	0	6	9	18	10
TEKT2	76	48	1565	1535	41	1555
TEKT3	21	13	42	100	40	36
TEKT4	1	0	0	0	1	0
TEKT5	7	3	19	25	13	36
TELO2	1137	399	3088	3127	893	2547
TEN1	183	78	353	389	151	256
TENM1	64	37	818	3196	546	4332
TENM2	1342	144	18121	8026	3613	7496
TENM3	1190	33	4353	7304	3210	5397
TENM4	375	49	15104	16540	1412	9459
TEP1	262	153	1248	1225	244	1182
TEPP	14	6	45	50	5	55
TERB1	7	0	5	0	4	7
TERB2	0	0	0	0	0	0
TERF1	536	117	1092	1305	681	1402
TERF2	1618	236	3607	3878	2041	4533
TERF2IP	8212	1385	11408	16041	10187	16585
TERT	3	0	2	0	14	1
TES	40	52	532	693	33	200
TESC	1268	233	54	43	1357	63
TESK1	2694	721	3586	4063	2401	4377
TESK2	452	120	83	70	225	62
TESMIN	27	0	6	6	22	5
TESPA1	5946	167	2	4	9973	21
TET1	43	15	1869	3103	88	1647
TET2	159	74	5438	6794	670	6057
TET3	150	47	3786	5301	621	4416
TEX10	746	150	2731	3359	799	3422
TEX101	13	0	14	9	2	8
TEX11	0	3	13	12	0	15
TEX12	6	3	8	4	4	10
TEX13A	0	0	0	0	0	0
TEX13B	0	0	0	0	0	0
TEX13C	1	0	5	11	3	8
TEX14	23	10	93	74	40	71
TEX15	39	26	150	425	66	159
TEX19	4	0	0	0	0	2
TEX2	2943	640	4529	4259	4464	5505
TEX22	3	2	25	51	5	18
TEX26	43	22	36	59	46	41
TEX261	440	135	1354	1713	398	1506
TEX264	1258	462	769	754	828	726
TEX28	0	0	0	0	0	0
TEX29	111	99	4	26	174	8
TEX30	330	53	300	469	249	287
TEX33	0	0	0	0	0	0
TEX35	2	0	0	2	0	0
TEX36	0	0	0	0	0	0
TEX37	0	0	0	0	2	0
TEX38	0	0	0	0	0	0
TEX40	108	39	93	128	60	171
TEX43	3	0	8	11	3	9
TEX9	52	33	236	285	47	162
TF	35793	1402	275	541	12257	497
TFAM	344	120	1525	2006	433	2034
TFAP2A	3	10	10	5	8	8
TFAP2B	0	2	2	5	0	2
TFAP2C	36	20	1242	1712	9	20
TFAP2D	3	1	34	111	3	0
TFAP2E	169	19	252	244	139	261
TFAP4	204	23	963	766	196	623
TFB1M	312	104	482	515	305	666
TFB2M	327	47	588	735	366	617
TFCP2	1168	297	2321	2719	987	2798
TFCP2L1	1	0	0	2	0	2
TFDP1	788	451	2831	3346	745	2779
TFDP2	344	126	1788	2688	379	1137
TFDP3	0	0	0	0	0	0
TFE3	2131	667	1623	1955	2222	1801
TFEB	810	150	121	232	358	122
TFEC	5	0	17	10	5	12
TFF1	1	2	0	0	0	0
TFF2	0	0	0	0	0	0
TFF3	0	2	1	4	0	4
TFG	2315	452	3287	4037	2161	3635
TFIP11	1638	448	3456	3906	1594	3536
TFPI	31	55	367	657	34	256
TFPI2	2	29	3	18	9	25
TFPT	1744	1106	833	1064	1301	908
TFR2	371	64	650	444	450	397
TFRC	1386	621	2805	3535	2454	3348
TG	15	3	216	355	18	346
TGDS	203	99	212	356	167	277
TGFA	49	19	24	26	85	73
TGFB1	310	236	373	393	183	230
TGFB1I1	138	244	379	471	123	177
TGFB2	431	141	901	741	222	1800
TGFB3	290	147	2273	856	167	519
TGFBI	34	118	40	149	159	236
TGFBR1	31	54	2180	2903	87	2461
TGFBR2	209	231	321	579	295	618
TGFBR3	130	84	49	148	152	260
TGFBR3L	416	80	11	17	557	16
TGFBRAP1	418	109	2387	2487	968	2546
TGIF1	104	82	539	786	46	150
TGIF2	13	12	292	312	10	61
TGIF2-C20orf24	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0
TGM1	52	13	109	190	67	189
TGM2	754	245	227	471	653	763
TGM3	25	0	0	3	27	14
TGM4	0	0	0	0	3	2
TGM5	0	0	0	0	0	0
TGM6	0	0	0	0	0	2
TGM7	1	0	0	2	0	0
TGOLN2	952	261	3368	4329	2581	3921
TGS1	451	91	2316	2973	543	2561
TH	90	4	0	0	31	9
THADA	745	201	2607	2671	713	2532
THAP1	209	53	741	683	210	658
THAP10	281	40	242	265	218	246
THAP11	659	118	983	1181	614	1041
THAP12	897	312	2905	3744	1184	3321
THAP2	104	42	868	1448	128	1201
THAP3	422	105	878	1115	376	916
THAP4	2014	565	1900	2147	1649	1915
THAP5	530	127	1315	1654	968	1998
THAP6	139	29	448	532	99	443
THAP7	696	298	677	603	616	527
THAP8	260	65	324	322	191	321
THAP9	250	42	923	952	198	565
THBD	22	30	40	79	66	88
THBS1	95	120	11888	9850	244	15965
THBS2	860	166	1499	1164	1011	399
THBS3	1167	455	1965	3019	1013	2313
THBS4	1060	633	303	256	928	112
THEG	11	0	0	2	52	0
THEG5	2	0	2	0	0	4
THEGL	0	0	6	4	8	5
THEM4	192	28	79	178	266	164
THEM5	228	25	22	24	334	21
THEM6	337	69	153	187	372	185
THEMIS	307	13	4	3	283	30
THEMIS2	232	30	160	106	270	144
THG1L	95	41	495	588	109	735
THNSL1	593	101	1204	1216	673	2756
THNSL2	507	239	301	12	253	127
THOC1	1213	461	3406	4243	915	3319
THOC2	1437	460	5812	8237	1784	5841
THOC3	215	45	701	607	449	540
THOC5	726	164	2350	3035	853	2296
THOC6	341	92	897	832	249	480
THOC7	2167	556	1360	2175	1954	3173
THOP1	3460	345	2752	3498	2977	2100
THPO	213	81	67	21	192	12
THRA	10036	4035	21072	18632	9564	21806
THRAP3	3310	854	12340	15258	4541	13062
THRB	595	53	441	2105	2413	1442
THRSP	0	0	0	9	0	4
THSD1	501	303	624	840	236	696
THSD4	53	66	43	164	73	121
THSD7A	108	39	2027	1888	549	2136
THSD7B	27	39	480	1560	53	3940
THTPA	530	184	536	531	441	531
THUMPD1	330	52	2231	2399	747	2016
THUMPD2	340	88	690	1105	336	760
THUMPD3	1075	248	2500	2960	1078	2702
THY1	15380	627	3307	2604	20453	4619
THYN1	2246	467	2153	2291	1706	1884
TIA1	871	308	12098	14839	1264	9851
TIAF1	1075	386	918	952	559	1063
TIAL1	1640	305	6002	7401	1712	5607
TIAM1	985	167	3787	2160	2163	1869
TIAM2	2294	141	18286	10533	3192	13535
TICAM1	757	147	311	373	739	469
TICAM2	1	0	1	3	2	4
TICRR	33	21	1055	1347	46	414
TIE1	781	344	638	1214	1005	1051
TIFA	57	4	254	421	39	200
TIFAB	0	0	0	0	0	0
TIGAR	338	75	611	435	562	597
TIGD1	297	104	1377	1485	234	1596
TIGD2	139	33	598	570	153	691
TIGD3	124	26	386	459	163	404
TIGD4	36	6	41	101	40	77
TIGD5	256	40	733	731	245	495
TIGD6	139	41	166	416	117	156
TIGD7	626	167	1294	1778	468	1944
TIGIT	0	4	0	0	5	0
TIMD4	2	0	0	5	0	2
TIMELESS	262	72	2711	2991	225	809
TIMM10	760	216	916	1212	577	836
TIMM10B	222	100	454	439	303	498
TIMM13	1057	480	1529	1508	894	1587
TIMM17A	1778	210	1890	2619	2206	3401
TIMM17B	1142	311	1397	1756	823	1589
TIMM21	962	239	1154	1557	723	1261
TIMM22	565	102	747	990	527	1123
TIMM23	1976	295	1627	1899	1507	2257
TIMM23B	100	9	346	425	126	308
TIMM44	1487	330	2395	2987	1218	2955
TIMM50	1918	391	2548	2635	1798	2589
TIMM8A	85	13	277	324	134	290
TIMM8B	503	252	1140	1391	456	1322
TIMM9	399	70	629	712	347	755
TIMMDC1	1873	662	1534	1737	1350	1718
TIMP1	120	387	271	477	173	329
TIMP2	1486	496	5533	6233	1831	7681
TIMP3	647	433	271	684	427	475
TIMP4	82	120	15	38	83	71
TINAG	4	0	2	2	5	2
TINAGL1	462	753	70	68	370	125
TINF2	1615	550	3440	3689	1257	3829
TIPARP	611	147	784	1768	379	2620
TIPIN	166	38	547	730	101	536
TIPRL	1177	126	2741	3404	1503	4392
TIRAP	103	50	326	397	137	286
TJAP1	1964	283	1306	1509	920	912
TJP1	4790	2033	4149	6042	4737	6097
TJP2	2338	635	730	1249	1456	585
TJP3	39	14	87	98	67	72
TK1	44	15	329	321	19	62
TK2	640	184	642	730	605	841
TKFC	666	162	901	810	569	562
TKT	7955	1890	10659	11680	5356	12041
TKTL1	2	10	731	1886	4	24
TKTL2	2	4	18	24	6	23
TLCD1	162	200	11	39	42	19
TLCD2	17	1	1	6	0	20
TLDC1	277	64	1105	1289	301	1305
TLDC2	0	0	0	0	1	7
TLE1	1336	567	3032	2980	1167	1300
TLE2	1422	346	2820	1763	1196	1115
TLE3	645	267	8742	9604	699	9053
TLE4	1394	214	8813	8107	1630	9612
TLE6	31	16	97	107	17	56
TLK1	1655	259	2230	1677	3299	1190
TLK2	403	86	1123	1429	578	1428
TLL1	37	2	13	42	88	54
TLL2	93	4	11	13	89	12
TLN1	4550	3367	5275	8303	3107	4432
TLN2	3986	317	6370	6787	9540	8609
TLR1	15	9	102	78	36	26
TLR10	37	18	24	32	16	10
TLR2	69	6	16	56	39	47
TLR3	17	39	46	53	58	19
TLR4	307	207	134	240	199	255
TLR5	30	20	55	71	25	50
TLR6	21	5	29	36	13	12
TLR7	18	0	35	69	18	23
TLR8	4	4	2	2	4	2
TLR9	62	11	352	257	33	208
TLX1	0	0	0	0	0	0
TLX2	14	2	4	0	15	0
TLX3	0	0	2	0	0	0
TM2D1	1172	362	817	1032	811	1100
TM2D2	677	187	1096	1418	829	1417
TM2D3	2293	239	2667	3159	2259	3624
TM4SF1	273	748	196	360	308	490
TM4SF18	78	134	86	148	70	170
TM4SF19	19	4	9	11	13	5
TM4SF20	2	0	3	2	0	4
TM4SF4	0	0	0	0	0	0
TM4SF5	0	0	1	0	0	2
TM6SF1	1281	120	1354	1473	1454	2870
TM6SF2	29	9	52	117	24	33
TM7SF2	2197	646	1401	1644	1798	1997
TM7SF3	1707	439	1858	2160	2089	2273
TM9SF1	837	424	1618	1964	643	1715
TM9SF2	4392	1042	7486	8746	5047	9696
TM9SF3	1732	536	4542	5913	3240	7358
TM9SF4	1762	311	3487	3909	2452	3787
TMA16	171	38	654	771	243	671
TMA7	345	224	307	412	269	413
TMBIM1	1137	618	200	369	543	159
TMBIM4	1027	548	1421	1647	725	1322
TMBIM6	5980	2178	6315	8058	4649	7172
TMC1	12	10	4	11	11	20
TMC2	25	11	216	879	51	1051
TMC3	14	3	159	88	39	128
TMC4	78	151	145	197	105	93
TMC5	20	2	15	14	17	34
TMC6	1366	276	292	266	723	256
TMC7	585	59	206	341	382	399
TMC8	51	44	73	91	49	93
TMCC1	457	115	3237	3693	806	4187
TMCC2	4443	575	4889	3653	3716	6824
TMCC3	180	42	163	361	271	306
TMCO1	1035	593	2282	2899	892	2549
TMCO2	2	1	3	0	0	1
TMCO3	1272	705	4109	4301	1114	3794
TMCO4	98	80	21	20	45	12
TMCO5A	0	0	0	0	0	0
TMCO6	265	66	887	950	245	764
TMED1	380	186	490	491	266	487
TMED10	1274	542	2858	3546	1431	3241
TMED2	1607	390	3991	5235	2145	4376
TMED3	615	106	1112	898	546	943
TMED4	1220	374	2379	2915	1330	1795
TMED5	331	103	818	1429	491	738
TMED6	28	6	60	114	24	95
TMED7	149	23	270	315	154	394
TMED7-TICAM2	3	0	0	3	3	2
TMED8	96	32	562	628	349	713
TMED9	1923	641	2146	2953	1514	2742
TMEFF1	70	5	320	441	83	353
TMEFF2	2777	181	741	1683	2480	1507
TMEM100	83	59	26	55	32	109
TMEM101	473	134	709	727	369	707
TMEM102	14	18	83	45	7	111
TMEM104	387	140	522	540	205	477
TMEM105	0	0	2	0	0	0
TMEM106A	15	4	17	31	14	7
TMEM106B	338	113	1374	1237	872	1386
TMEM106C	682	279	1995	2575	679	2210
TMEM107	227	64	284	348	212	401
TMEM108	750	243	8662	8462	831	8946
TMEM109	727	284	644	627	669	601
TMEM11	490	136	783	795	350	809
TMEM110	0	0	4	4	1	1
TMEM110-MUSTN1	0	0	0	0	0	0
TMEM114	2	0	0	0	2	0
TMEM115	1112	317	1340	1402	711	1383
TMEM116	257	78	447	683	195	587
TMEM117	257	40	117	180	285	299
TMEM119	37	5	30	43	4	9
TMEM120A	997	578	1618	1980	754	2224
TMEM120B	302	42	1360	1073	462	1155
TMEM121	433	47	579	388	385	443
TMEM123	647	376	1316	2624	702	847
TMEM125	500	20	12	5	228	9
TMEM126A	1092	306	638	923	925	1108
TMEM126B	2239	660	1008	1225	1872	1401
TMEM127	1394	246	2432	3135	2073	3324
TMEM128	337	142	670	646	317	634
TMEM129	847	554	769	735	654	543
TMEM130	10404	236	1324	1890	12274	2716
TMEM131	2161	321	6867	7764	3226	8926
TMEM132A	9437	3164	22110	18273	8319	14746
TMEM132B	1104	274	7543	9079	3557	3733
TMEM132C	724	228	255	722	715	981
TMEM132D	798	35	765	738	2102	240
TMEM132E	315	40	74	153	437	155
TMEM133	53	45	33	57	42	51
TMEM134	538	298	598	512	308	444
TMEM135	256	81	726	947	472	914
TMEM136	245	140	578	761	222	645
TMEM138	184	78	634	790	171	553
TMEM139	34	3	98	78	19	42
TMEM140	128	56	138	256	106	138
TMEM141	936	262	315	423	651	387
TMEM143	346	62	154	189	306	254
TMEM144	2596	184	8	13	1415	17
TMEM145	2563	620	8262	5579	1970	6308
TMEM147	1422	696	1659	1713	1043	1598
TMEM14A	1925	249	2092	2328	1531	3560
TMEM14B	538	167	363	482	461	501
TMEM14C	970	413	831	1161	1052	905
TMEM150A	249	140	357	536	124	454
TMEM150B	17	2	17	19	15	32
TMEM150C	464	70	1876	1715	694	3525
TMEM151A	2254	63	365	447	2032	712
TMEM151B	2262	197	4083	2869	3625	3017
TMEM154	1	1	5	0	1	5
TMEM155	737	5	15	43	1609	93
TMEM156	23	4	10	29	0	16
TMEM158	208	18	531	676	234	299
TMEM159	96	28	1154	1052	114	945
TMEM160	1158	285	429	407	1295	388
TMEM161A	809	214	1022	946	467	686
TMEM161B	427	68	1346	1703	470	1181
TMEM163	491	55	1246	1509	556	1478
TMEM164	81	45	322	290	139	359
TMEM165	1995	358	1132	1779	1261	1550
TMEM167A	229	71	545	710	249	923
TMEM167B	267	78	1299	1224	468	1342
TMEM168	361	153	1519	1640	410	1729
TMEM169	157	6	969	1190	295	1605
TMEM17	203	25	161	129	202	215
TMEM170A	122	22	246	568	118	215
TMEM170B	32	18	388	571	197	594
TMEM171	45	10	20	56	30	63
TMEM173	189	127	134	269	195	242
TMEM174	0	0	0	0	0	0
TMEM175	2070	602	2397	2641	1500	2142
TMEM176A	324	305	15	23	86	56
TMEM176B	493	403	40	67	128	162
TMEM177	374	56	690	543	423	505
TMEM178A	2443	218	1117	1401	1981	1323
TMEM178B	43	3	874	1190	453	1192
TMEM179	490	46	738	927	727	727
TMEM179B	490	283	623	758	426	553
TMEM18	467	159	750	798	429	636
TMEM181	533	62	2967	2941	1430	3403
TMEM182	79	11	164	206	125	155
TMEM183A	587	85	919	995	785	1056
TMEM183B	1163	170	1622	1908	1516	2366
TMEM184A	9	0	22	4	6	15
TMEM184B	3421	858	2128	2230	3141	1895
TMEM184C	731	112	1800	2178	924	2165
TMEM185A	391	76	1406	1689	497	1622
TMEM185B	347	127	710	703	286	687
TMEM186	255	49	422	432	224	402
TMEM187	174	68	122	107	79	99
TMEM189	97	28	89	94	83	132
TMEM189-UBE2V1	0	0	0	0	0	0
TMEM19	334	91	1083	1187	577	1360
TMEM190	11	2	38	14	18	25
TMEM191B	35	56	62	71	23	52
TMEM191C	49	15	74	86	58	64
TMEM192	453	77	698	1091	467	1171
TMEM196	57	10	172	370	273	363
TMEM198	799	143	1092	1080	811	1274
TMEM199	549	119	1284	1355	512	1475
TMEM2	644	136	1316	3772	1232	2943
TMEM200A	56	0	1021	499	250	1938
TMEM200B	35	24	4	9	68	26
TMEM200C	276	65	576	1811	403	782
TMEM201	388	43	679	879	399	532
TMEM202	0	0	1	0	0	0
TMEM203	704	123	740	864	657	793
TMEM204	187	181	129	215	109	113
TMEM205	2096	837	811	868	1693	996
TMEM206	990	107	2742	1683	603	1846
TMEM207	0	0	0	0	0	0
TMEM208	950	344	688	822	729	865
TMEM209	296	87	885	787	337	739
TMEM210	1	1	0	0	0	0
TMEM211	2	1	1	0	11	13
TMEM212	0	0	0	0	4	0
TMEM213	0	0	8	28	0	16
TMEM214	1328	339	1240	1736	1091	1240
TMEM215	34	0	2	5	54	2
TMEM216	135	106	296	408	79	256
TMEM217	16	8	9	52	14	19
TMEM218	121	65	500	544	68	445
TMEM219	2205	2058	1665	1841	1246	1519
TMEM220	55	39	108	142	25	113
TMEM221	120	53	44	65	144	16
TMEM222	1053	314	1270	1393	852	1200
TMEM223	384	98	439	377	339	347
TMEM225	0	0	0	0	0	0
TMEM229A	250	42	10	27	156	22
TMEM229B	175	27	406	418	255	661
TMEM230	1108	290	890	968	945	810
TMEM231	369	93	430	429	308	566
TMEM232	180	34	83	174	308	171
TMEM233	81	0	0	0	87	0
TMEM234	259	89	615	711	352	684
TMEM235	859	44	2	2	577	1
TMEM236	0	0	2	2	3	7
TMEM237	739	242	1482	1866	712	1240
TMEM238	2	0	1	4	2	4
TMEM239	0	0	0	0	0	0
TMEM240	714	138	1063	952	646	1168
TMEM241	156	14	275	374	296	519
TMEM242	543	91	581	704	555	807
TMEM243	289	54	65	111	230	44
TMEM244	3	0	0	4	2	6
TMEM245	816	183	2816	3712	2179	4823
TMEM246	1133	91	1490	2253	2208	2841
TMEM247	0	0	0	0	0	0
TMEM248	759	183	1542	1851	1227	1751
TMEM249	57	32	255	202	39	176
TMEM25	2179	336	3048	3175	2232	2730
TMEM251	318	89	692	782	248	891
TMEM252	2	0	0	0	0	0
TMEM253	15	18	5	10	19	4
TMEM254	195	54	494	496	212	352
TMEM255A	91	51	89	255	72	104
TMEM255B	70	17	45	60	21	47
TMEM256	516	503	518	768	375	647
TMEM257	57	12	63	33	76	42
TMEM258	1374	661	1922	2194	996	1988
TMEM259	5813	1252	8827	7451	3893	6438
TMEM26	4	0	1	9	17	9
TMEM260	326	70	765	1134	400	1130
TMEM261	898	339	1263	1330	870	1366
TMEM262	1	0	4	13	2	4
TMEM263	152	44	526	687	361	617
TMEM265	172	75	274	394	104	250
TMEM266	426	43	296	154	417	371
TMEM267	178	54	238	350	231	292
TMEM27	20	1	20	20	18	11
TMEM30A	1818	423	3725	4577	4626	5172
TMEM30B	5	19	0	1	5	0
TMEM31	12	6	6	10	6	10
